CandidateName,District,ConstituencyNo,Party,Symbol,Search Keywords
देवेन्‍द्र पौडेल,सुनसरी,2,स्वतन्त्र,ह्विल चेयर,"(""Daewaenadara Paudaela"" OR ""Daewaenadara"" OR ""देवेन्‍द्र पौडेल"")"
नवराज पौडेल,सुनसरी,2,स्वतन्त्र,त्रिभुज,"(""Nawaraja"" OR ""Nawaraja Paudaela"" OR ""नवराज पौडेल"")"
भीम बहादुर दाहाल,सुनसरी,2,स्वतन्त्र,जीप,"(""Bhaima Bahadaura Dahala"" OR ""भीम बहादुर दाहाल"" OR ""Bhaima"")"
राज कुमार खत्री,सुनसरी,2,स्वतन्त्र,जुवा,"(""Raja"" OR ""Raja Kaumara Khatarai"" OR ""राज कुमार खत्री"")"
रोसनी राई,सुनसरी,2,स्वतन्त्र,स्टुल,"(""रोसनी राई"" OR ""Raosanai Rai"" OR ""Raosanai"")"
सत्य नारायण पंडित,सुनसरी,2,स्वतन्त्र,केराको काइँयो,"(""सत्य नारायण पंडित"" OR ""Sataya Narayana Pandaita"" OR ""Sataya"")"
भगवती चौधरी,सुनसरी,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Bhagawatai"" OR ""भगवती चौधरी"" OR ""Bhagawatai Chaudharai"")"
विजय कुमार गच्‍छदार,सुनसरी,3,नेपाली काँग्रेस,रुख,"(""Waijaya"" OR ""विजय कुमार गच्‍छदार"" OR ""Waijaya Kaumara Gachachhadara"")"
दुर्गेश कुमार चौधरी,सुनसरी,3,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""दुर्गेश कुमार चौधरी"" OR ""Dauragaesha Kaumara Chaudharai"" OR ""Dauragaesha"")"
अशोक कुमार चौधरी,सुनसरी,3,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Ashaoka Kaumara Chaudharai"" OR ""Ashaoka"" OR ""अशोक कुमार चौधरी"")"
घनश्याम गुरुङ्ग,सुनसरी,3,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Ghanashayama"" OR ""Ghanashayama Gauraungaga"" OR ""घनश्याम गुरुङ्ग"")"
बद्री प्रसाद यादव,सुनसरी,3,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"(""Badarai Parasada Yadawa"" OR ""Badarai"" OR ""बद्री प्रसाद यादव"")"
राम नारायण थारु,सुनसरी,3,जनमत पार्टी,लाउड स्पिकर,"(""राम नारायण थारु"" OR ""Rama Narayana Tharau"" OR ""Rama"")"
प्रकृति बासी,सुनसरी,3,नेपाल मजदुर किसान पार्टी,मादल,"(""प्रकृति बासी"" OR ""Parakaritai"" OR ""Parakaritai Basai"")"
प्रमोद पौड्याल,सुनसरी,3,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""Paramaoda Paudayala"" OR ""प्रमोद पौड्याल"" OR ""Paramaoda"")"
दिप बहादुर तामाङ्ग,सुनसरी,3,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"(""दिप बहादुर तामाङ्ग"" OR ""Daipa"" OR ""Daipa Bahadaura Tamangaga"")"
किशोर कुमार विश्‍वास,सुनसरी,3,समावेशी समाजवादी पार्टी नेपाल,भित्ते घडी,"(""Kaishaora"" OR ""किशोर कुमार विश्‍वास"" OR ""Kaishaora Kaumara Waishawasa"")"
राम प्रसाद सदा,सुनसरी,3,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""राम प्रसाद सदा"" OR ""Rama Parasada Sada"" OR ""Rama"")"
आसुतोष ढुङगेल,सुनसरी,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""आसुतोष ढुङगेल"" OR ""Asautaosha Dhaungagaela"" OR ""Asautaosha"")"
कृष्ण कुमार चौधरी,सुनसरी,3,सार्वभौम नागरिक पार्टी,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,"(""कृष्ण कुमार चौधरी"" OR ""Karishana Kaumara Chaudharai"" OR ""Karishana"")"
जागेश्‍वर यादव,सुनसरी,3,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""जागेश्‍वर यादव"" OR ""Jagaeshawara"" OR ""Jagaeshawara Yadawa"")"
बासुदेव साहु तेली,सुनसरी,3,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),"(""बासुदेव साहु तेली"" OR ""Basaudaewa"" OR ""Basaudaewa Sahau Taelai"")"
रोहन कुमार शाह,सुनसरी,3,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""Raohana Kaumara Shaha"" OR ""रोहन कुमार शाह"" OR ""Raohana"")"
कासनी थरुनि,सुनसरी,3,स्वतन्त्र,त्रिभुज,"(""Kasanai Tharaunai"" OR ""Kasanai"" OR ""कासनी थरुनि"")"
कुमारी उराव,सुनसरी,3,स्वतन्त्र,ज्यावेल,"(""Kaumarai"" OR ""कुमारी उराव"" OR ""Kaumarai Urawa"")"
चीत नारायण चौधरी,सुनसरी,3,स्वतन्त्र,जीप,"(""चीत नारायण चौधरी"" OR ""Chaita Narayana Chaudharai"" OR ""Chaita"")"
राजन कुमार गौतम,सुनसरी,3,स्वतन्त्र,मुसो,"(""राजन कुमार गौतम"" OR ""Rajana"" OR ""Rajana Kaumara Gautama"")"
श्याम कुमार मुडियारी,सुनसरी,3,स्वतन्त्र,आँप,"(""Shayama Kaumara Maudaiyarai"" OR ""Shayama"" OR ""श्याम कुमार मुडियारी"")"
सुमन कुमारी चौधरी,सुनसरी,3,स्वतन्त्र,बकुल्लो,"(""सुमन कुमारी चौधरी"" OR ""Saumana"" OR ""Saumana Kaumarai Chaudharai"")"
जगदिश प्रसाद कुसियैत,सुनसरी,4,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Jagadaisha"" OR ""जगदिश प्रसाद कुसियैत"" OR ""Jagadaisha Parasada Kausaiyaita"")"
ज्ञानेन्द्र बहादुर कार्की,सुनसरी,4,नेपाली काँग्रेस,रुख,"(""Janyanaenadara"" OR ""Janyanaenadara Bahadaura Karakai"" OR ""ज्ञानेन्द्र बहादुर कार्की"")"
महमद महफुज अंसारी,सुनसरी,4,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Mahamada"" OR ""महमद महफुज अंसारी"" OR ""Mahamada Mahaphauja Ansarai"")"
दीपक कुमार साह,सुनसरी,4,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Daipaka Kaumara Saha"" OR ""दीपक कुमार साह"" OR ""Daipaka"")"
प्रेम प्रसाद भट्टराई,सुनसरी,4,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""प्रेम प्रसाद भट्टराई"" OR ""Paraema"" OR ""Paraema Parasada Bhatatarai"")"
सबिता यादव,सुनसरी,4,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"(""सबिता यादव"" OR ""Sabaita Yadawa"" OR ""Sabaita"")"
कपलेश्वर यादव,सुनसरी,4,जनमत पार्टी,लाउड स्पिकर,"(""Kapalaeshawara Yadawa"" OR ""कपलेश्वर यादव"" OR ""Kapalaeshawara"")"
चन्चला न्हिसुतु,सुनसरी,4,नेपाल मजदुर किसान पार्टी,मादल,"(""चन्चला न्हिसुतु"" OR ""Chanachala Nahaisautau"" OR ""Chanachala"")"
मनकुमार राई,सुनसरी,4,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"(""Manakaumara Rai"" OR ""Manakaumara"" OR ""मनकुमार राई"")"
रमेश कुमार साह,सुनसरी,4,नेपाल जनता पार्टी,कमलको फूल,"(""Ramaesha"" OR ""Ramaesha Kaumara Saha"" OR ""रमेश कुमार साह"")"
सत्य नारायण लहुटिया,सुनसरी,4,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"(""सत्य नारायण लहुटिया"" OR ""Sataya"" OR ""Sataya Narayana Lahautaiya"")"
